Date,KOSPI,PER,PBR
2002-01-02,724.95,27.05,
2002-01-03,727.66,27.13,
2002-01-04,747.72,28.29,
2002-01-07,751.48,28.42,
2002-01-08,734.76,27.79,
2002-01-09,751.61,28.38,
2002-01-10,728.23,27.5,
2002-01-11,727.36,27.49,
2002-01-14,744.03,28.1,
2002-01-15,718.64,27.4,
2002-01-16,710.95,27.13,
2002-01-17,713.5,27.16,
2002-01-18,708.47,26.87,
2002-01-21,717.35,28.77,
2002-01-22,724.36,29.18,
2002-01-23,742.62,29.98,
2002-01-24,757.71,30.61,
2002-01-25,774.68,31.29,
2002-01-28,780.24,31.5,
2002-01-29,774.03,31.26,
2002-01-30,749.45,29.82,
2002-01-31,748.07,29.78,
2002-02-01,742.42,29.54,
2002-02-04,730.21,29.19,
2002-02-05,739.91,29.53,
2002-02-06,741.55,29.62,
2002-02-07,727.71,29.01,
2002-02-08,739.66,29.51,
2002-02-14,796.18,31.82,
2002-02-15,783.59,31.29,
2002-02-18,790.37,31.58,
2002-02-19,782.27,31.24,
2002-02-20,776.89,31.29,
2002-02-21,787.62,31.71,
2002-02-22,792.0,31.9,
2002-02-25,791.48,31.86,
2002-02-26,801.14,32.53,
2002-02-27,822.11,33.39,
2002-02-28,819.99,33.44,
2002-03-04,834.21,34.06,
2002-03-05,841.95,34.37,
2002-03-06,843.06,34.4,
2002-03-07,829.44,33.85,
2002-03-08,825.27,33.69,
2002-03-11,827.02,33.81,
2002-03-12,846.03,34.62,
2002-03-13,849.13,34.8,
2002-03-14,856.86,35.14,
2002-03-15,860.36,34.86,
2002-03-18,869.71,34.67,
2002-03-19,889.98,35.52,
2002-03-20,887.48,35.46,
2002-03-21,885.64,35.44,
2002-03-22,895.98,35.86,
2002-03-25,879.41,38.6,
2002-03-26,881.03,38.67,
2002-03-27,902.46,41.93,
2002-03-28,892.67,41.49,
2002-03-29,895.58,41.6,
2002-04-01,875.83,40.38,
2002-04-02,905.34,42.33,
2002-04-03,918.59,42.97,
2002-04-04,918.01,42.6,
2002-04-08,900.69,41.76,
2002-04-09,888.67,42.55,
2002-04-10,856.03,41.02,
2002-04-11,862.86,41.46,
2002-04-12,875.69,42.12,
2002-04-15,894.28,43.03,
2002-04-16,901.29,43.37,
2002-04-17,930.51,44.8,
2002-04-18,937.61,45.1,
2002-04-19,923.94,44.42,
2002-04-22,920.89,40.69,
2002-04-23,925.7,31.77,1.53
2002-04-24,915.69,31.4,1.51
2002-04-25,872.58,29.95,1.44
2002-04-26,869.65,29.89,1.44
2002-04-29,838.51,28.82,1.39
2002-04-30,842.34,28.96,1.4
2002-05-02,859.86,29.54,1.42
2002-05-03,856.72,29.16,1.42
2002-05-06,826.87,28.39,1.37
2002-05-07,826.34,28.04,1.38
2002-05-08,844.67,28.62,1.41
2002-05-09,838.67,28.39,1.4
2002-05-10,817.93,27.76,1.37
2002-05-13,821.89,27.91,1.38
2002-05-14,837.37,28.71,1.42
2002-05-15,862.62,29.56,1.46
2002-05-16,858.04,29.42,1.45
2002-05-17,875.03,29.99,1.48
2002-05-20,865.78,29.66,1.45
2002-05-21,837.56,28.7,1.41
2002-05-22,863.06,29.58,1.45
2002-05-23,845.51,28.97,1.42
2002-05-24,854.57,29.28,1.43
2002-05-27,840.57,28.8,1.41
2002-05-28,848.8,29.08,1.43
2002-05-29,835.19,28.62,1.4
2002-05-30,815.61,27.97,1.37
2002-05-31,796.4,27.39,1.34
2002-06-03,804.93,27.71,1.36
2002-06-04,806.33,27.75,1.36
2002-06-05,809.59,27.82,1.36
2002-06-07,795.16,27.51,1.27
2002-06-10,811.9,28.1,1.29
2002-06-11,815.33,28.2,1.3
2002-06-12,823.06,29.26,1.31
2002-06-14,822.01,29.35,1.32
2002-06-17,809.16,28.85,1.29
2002-06-18,809.4,28.85,1.29
2002-06-19,776.37,27.68,1.24
2002-06-20,776.81,27.69,1.24
2002-06-21,778.53,27.72,1.24
2002-06-24,767.92,26.04,1.25
2002-06-25,755.92,25.64,1.23
2002-06-26,701.87,24.0,1.14
2002-06-27,710.43,24.38,1.16
2002-06-28,742.72,25.47,1.21
2002-07-02,746.23,24.64,1.21
2002-07-03,753.36,24.88,1.22
2002-07-04,768.74,25.42,1.25
2002-07-05,787.83,26.04,1.28
2002-07-08,783.35,25.89,1.27
2002-07-09,801.99,26.51,1.31
2002-07-10,794.71,26.27,1.29
2002-07-11,764.88,25.27,1.24
2002-07-12,792.93,26.24,1.29
2002-07-15,783.52,25.94,1.28
2002-07-16,771.45,25.25,1.26
2002-07-18,773.85,25.31,1.26
2002-07-19,754.62,19.34,1.22
2002-07-22,720.9,18.48,1.16
2002-07-23,743.52,19.07,1.2
2002-07-24,721.41,18.48,1.16
2002-07-25,723.52,18.54,1.16
2002-07-26,697.84,17.22,1.12
2002-07-29,700.35,17.3,1.13
2002-07-30,724.08,17.9,1.17
2002-07-31,717.99,17.76,1.16
2002-08-01,707.8,17.51,1.14
2002-08-02,700.68,17.33,1.13
2002-08-05,675.76,16.73,1.09
2002-08-06,673.78,16.7,1.09
2002-08-07,679.37,16.85,1.1
2002-08-08,684.49,17.04,1.11
2002-08-09,692.45,17.27,1.12
2002-08-12,695.39,17.34,1.13
2002-08-13,708.63,18.29,1.15
2002-08-14,711.24,18.39,1.16
2002-08-16,718.29,18.41,1.17
2002-08-19,717.58,18.43,1.17
2002-08-20,736.7,18.92,1.2
2002-08-21,745.12,19.14,1.22
2002-08-22,745.75,19.15,1.22
2002-08-23,740.51,19.03,1.21
2002-08-26,734.79,18.9,1.2
2002-08-27,724.17,18.61,1.18
2002-08-28,724.05,18.62,1.18
2002-08-29,724.94,18.61,1.18
2002-08-30,736.4,18.89,1.2
2002-09-02,751.98,19.3,1.23
2002-09-03,740.59,19.01,1.21
2002-09-04,723.05,18.54,1.18
2002-09-05,720.98,18.49,1.18
2002-09-06,708.73,18.17,1.16
2002-09-09,697.89,17.9,1.14
2002-09-10,713.3,18.29,1.16
2002-09-11,724.71,18.58,1.18
2002-09-12,739.22,18.96,1.21
2002-09-13,718.17,18.4,1.17
2002-09-16,704.38,18.1,1.15
2002-09-17,726.8,18.71,1.19
2002-09-18,703.87,18.12,1.15
2002-09-19,704.12,18.12,1.15
2002-09-23,679.43,17.49,1.11
2002-09-24,672.28,17.32,1.1
2002-09-25,657.96,16.98,1.07
2002-09-26,662.41,17.1,1.08
2002-09-27,663.72,17.22,1.09
2002-09-30,646.42,16.8,1.06
2002-10-01,652.13,16.94,1.07
2002-10-02,648.1,16.84,1.07
2002-10-04,650.92,16.91,1.07
2002-10-07,627.4,16.3,1.03
2002-10-08,634.84,16.49,1.04
2002-10-09,619.94,16.11,1.02
2002-10-10,584.04,15.16,0.96
2002-10-11,587.51,15.25,0.97
2002-10-14,614.27,15.94,1.01
2002-10-15,629.57,16.34,1.03
2002-10-16,636.25,16.53,1.05
2002-10-17,644.66,16.56,1.06
2002-10-18,670.79,17.24,1.1
2002-10-21,652.67,16.76,1.07
2002-10-22,639.27,16.4,1.05
2002-10-23,657.43,16.86,1.08
2002-10-24,654.98,16.8,1.08
2002-10-25,655.88,16.83,1.08
2002-10-28,678.14,17.4,1.11
2002-10-29,673.18,17.27,1.11
2002-10-30,658.03,16.88,1.08
2002-10-31,658.92,16.91,1.08
2002-11-01,647.65,16.63,1.06
2002-11-04,672.68,17.27,1.1
2002-11-05,664.9,17.07,1.09
2002-11-06,682.56,17.53,1.12
2002-11-07,681.27,17.5,1.12
2002-11-08,674.85,17.32,1.11
2002-11-11,657.78,16.87,1.08
2002-11-12,654.43,16.79,1.07
2002-11-13,653.85,16.78,1.07
2002-11-14,652.15,16.73,1.07
2002-11-15,672.95,17.27,1.1
2002-11-18,667.13,17.12,1.09
2002-11-19,671.44,17.22,1.1
2002-11-20,682.0,17.45,1.12
2002-11-21,690.38,17.66,1.13
2002-11-22,692.87,17.72,1.14
2002-11-25,705.86,18.11,1.15
2002-11-26,702.27,18.04,1.15
2002-11-27,708.07,18.2,1.16
2002-11-28,714.54,18.39,1.17
2002-11-29,724.8,18.65,1.19
2002-12-02,730.16,18.77,1.2
2002-12-03,736.57,18.94,1.21
2002-12-04,714.5,18.37,1.17
2002-12-05,722.76,18.58,1.18
2002-12-06,718.09,18.44,1.18
2002-12-09,709.11,18.18,1.16
2002-12-10,702.44,18.03,1.15
2002-12-11,698.61,17.93,1.15
2002-12-12,715.38,18.37,1.18
2002-12-13,708.13,18.08,1.18
2002-12-16,692.42,17.68,1.16
2002-12-17,704.49,18.0,1.18
2002-12-18,709.22,18.12,1.18
2002-12-20,709.44,17.57,1.18
2002-12-23,691.38,17.13,1.16
2002-12-24,677.82,16.8,1.13
2002-12-26,671.89,16.65,1.12
2002-12-27,656.92,16.29,1.1
2002-12-30,627.55,15.61,1.05
2003-01-02,635.17,15.8,1.06
2003-01-03,661.1,16.43,1.1
2003-01-06,666.71,16.84,1.11
2003-01-07,652.2,16.47,1.09
2003-01-08,651.72,16.46,1.09
2003-01-09,630.4,15.92,1.05
2003-01-10,628.36,15.84,1.05
2003-01-13,648.06,16.35,1.08
2003-01-14,650.05,16.44,1.08
2003-01-15,648.29,16.39,1.08
2003-01-16,648.69,16.39,1.08
2003-01-17,636.46,16.09,1.06
2003-01-20,634.5,16.04,1.06
2003-01-21,632.86,16.02,1.05
2003-01-22,622.49,15.77,1.04
2003-01-23,625.18,15.82,1.04
2003-01-24,609.43,15.43,1.02
2003-01-27,593.09,15.0,0.99
2003-01-28,600.56,15.18,1.0
2003-01-29,583.35,14.74,0.97
2003-01-30,591.86,14.94,0.98
2003-02-03,600.41,15.16,1.0
2003-02-04,603.78,15.24,1.0
2003-02-05,600.68,15.17,1.0
2003-02-06,589.5,14.89,0.98
2003-02-07,577.48,14.59,0.96
2003-02-10,577.25,14.59,0.96
2003-02-11,575.98,14.57,0.96
2003-02-12,583.29,14.76,0.97
2003-02-13,575.67,14.56,0.96
2003-02-14,575.24,14.65,0.96
2003-02-17,601.87,15.17,1.0
2003-02-18,603.45,15.21,1.01
2003-02-19,600.83,15.14,1.0
2003-02-20,605.51,15.26,1.01
2003-02-21,603.6,15.21,1.0
2003-02-24,616.29,15.56,1.03
2003-02-25,592.25,14.95,0.99
2003-02-26,590.26,14.88,0.98
2003-02-27,582.46,14.67,0.97
2003-02-28,575.43,14.49,0.96
2003-03-03,590.04,14.86,0.98
2003-03-04,576.58,14.61,0.96
2003-03-05,560.26,14.19,0.93
2003-03-06,555.33,14.07,0.92
2003-03-07,546.02,13.85,0.91
2003-03-10,544.24,13.81,0.9
2003-03-11,532.53,13.53,0.88
2003-03-12,531.81,13.4,0.87
2003-03-13,531.78,13.41,0.87
2003-03-14,537.65,13.53,0.88
2003-03-17,515.24,12.96,0.85
2003-03-18,537.31,13.51,0.88
2003-03-19,541.78,13.64,0.89
2003-03-20,568.46,14.32,0.93
2003-03-21,575.77,14.14,0.95
2003-03-24,569.85,14.01,0.94
2003-03-25,554.98,13.73,0.92
2003-03-26,554.79,13.72,0.92
2003-03-27,549.26,14.35,0.91
2003-03-28,556.33,14.54,0.92
2003-03-31,535.7,14.17,0.89
2003-04-01,538.56,13.74,0.9
2003-04-02,542.92,13.86,0.91
2003-04-03,545.24,13.92,0.91
2003-04-04,558.01,14.27,0.94
2003-04-07,585.9,14.98,0.98
2003-04-08,587.32,15.02,0.99
2003-04-09,569.47,14.56,0.96
2003-04-10,577.73,14.77,0.97
2003-04-11,582.97,14.92,0.98
2003-04-14,594.4,15.22,1.0
2003-04-15,604.99,15.47,1.02
2003-04-16,621.34,15.45,1.04
2003-04-17,612.72,15.23,1.03
2003-04-18,624.77,15.53,1.05
2003-04-21,620.83,15.54,1.04
2003-04-22,603.32,15.09,1.01
2003-04-23,598.09,14.96,1.01
2003-04-24,588.35,14.73,0.99
2003-04-25,566.63,14.19,0.96
2003-04-28,569.02,6.77,0.72
2003-04-29,597.36,7.15,0.75
2003-04-30,599.35,7.17,0.76
2003-05-02,597.44,7.15,0.75
2003-05-06,604.33,7.23,0.76
2003-05-07,618.08,7.4,0.78
2003-05-09,619.11,7.41,0.78
2003-05-12,631.04,7.55,0.79
2003-05-13,614.07,7.35,0.77
2003-05-14,609.97,7.3,0.77
2003-05-15,619.35,7.41,0.78
2003-05-16,610.81,7.3,0.77
2003-05-19,596.36,7.13,0.75
2003-05-20,602.08,7.2,0.76
2003-05-21,600.57,7.18,0.76
2003-05-22,595.38,7.12,0.75
2003-05-23,611.51,7.31,0.77
2003-05-26,617.65,7.39,0.78
2003-05-27,614.3,7.35,0.77
2003-05-28,628.36,7.51,0.79
2003-05-29,632.43,7.56,0.79
2003-05-30,633.42,7.58,0.79
2003-06-02,648.71,7.76,0.81
2003-06-03,636.94,7.62,0.79
2003-06-04,640.27,7.66,0.8
2003-06-05,642.38,7.68,0.8
2003-06-09,650.35,7.78,0.81
2003-06-10,649.75,7.78,0.81
2003-06-11,651.29,7.79,0.81
2003-06-12,657.95,7.87,0.82
2003-06-13,665.24,7.96,0.83
2003-06-16,657.82,7.87,0.82
2003-06-17,674.66,8.07,0.84
2003-06-18,675.75,8.08,0.84
2003-06-19,690.49,8.26,0.86
2003-06-20,686.22,8.21,0.86
2003-06-23,674.59,8.07,0.84
2003-06-24,664.01,7.92,0.83
2003-06-25,674.03,8.06,0.84
2003-06-26,675.75,8.1,0.85
2003-06-27,677.28,8.12,0.85
2003-06-30,669.93,8.03,0.84
2003-07-01,674.75,8.08,0.85
2003-07-02,685.8,8.23,0.86
2003-07-03,686.83,8.21,0.86
2003-07-04,693.25,8.29,0.87
2003-07-07,704.29,8.42,0.88
2003-07-08,708.34,8.46,0.89
2003-07-09,705.5,8.43,0.89
2003-07-10,700.51,8.37,0.88
2003-07-11,704.15,8.41,0.88
2003-07-14,720.1,8.61,0.9
2003-07-15,713.45,8.52,0.9
2003-07-16,716.48,8.56,0.9
2003-07-18,699.35,8.35,0.88
2003-07-21,693.5,8.28,0.87
2003-07-22,699.7,8.36,0.88
2003-07-23,695.74,8.31,0.87
2003-07-24,702.94,8.4,0.88
2003-07-25,705.09,8.42,0.88
2003-07-28,717.8,9.18,0.9
2003-07-29,722.33,9.26,0.91
2003-07-30,714.15,9.13,0.9
2003-07-31,713.52,9.12,0.9
2003-08-01,727.26,9.3,0.91
2003-08-04,718.54,9.19,0.9
2003-08-05,721.84,9.24,0.91
2003-08-06,707.88,9.06,0.89
2003-08-07,709.81,9.08,0.89
2003-08-08,704.14,9.01,0.89
2003-08-11,704.58,9.02,0.89
2003-08-12,701.3,8.98,0.88
2003-08-13,713.08,9.15,0.9
2003-08-14,727.01,9.33,0.92
2003-08-18,730.1,9.34,0.92
2003-08-19,740.13,9.47,0.93
2003-08-20,737.2,9.43,0.93
2003-08-21,754.34,9.65,0.95
2003-08-22,754.72,9.66,0.95
2003-08-25,756.73,9.68,0.95
2003-08-26,753.0,9.63,0.95
2003-08-27,758.98,9.71,0.96
2003-08-28,752.81,9.63,0.95
2003-08-29,759.47,9.71,0.96
2003-09-01,764.11,9.77,0.96
2003-09-02,766.5,9.81,0.97
2003-09-03,766.32,9.8,0.97
2003-09-04,764.15,9.79,0.97
2003-09-05,761.55,9.75,0.97
2003-09-08,760.25,9.74,0.97
2003-09-09,767.46,9.83,0.97
2003-09-15,753.61,9.65,0.96
2003-09-16,763.63,9.79,0.97
2003-09-17,766.59,9.83,0.98
2003-09-18,758.18,9.72,0.96
2003-09-19,748.25,9.59,0.95
2003-09-22,714.89,9.16,0.91
2003-09-23,718.84,9.22,0.91
2003-09-24,724.7,9.29,0.92
2003-09-25,713.52,9.15,0.91
2003-09-26,697.4,8.45,0.89
2003-09-29,696.06,8.43,0.88
2003-09-30,697.52,8.45,0.89
2003-10-01,704.29,8.54,0.89
2003-10-02,715.24,8.72,0.91
2003-10-06,723.13,8.83,0.92
2003-10-07,727.09,8.88,0.92
2003-10-08,722.76,8.83,0.92
2003-10-09,736.16,8.99,0.94
2003-10-10,757.89,9.26,0.96
2003-10-13,757.02,9.25,0.96
2003-10-14,766.52,9.36,0.97
2003-10-15,764.23,9.34,0.97
2003-10-16,776.97,9.5,0.99
2003-10-17,767.75,9.38,0.98
2003-10-20,776.44,9.49,0.99
2003-10-21,779.89,9.54,0.99
2003-10-22,779.28,9.53,0.99
2003-10-23,754.14,9.21,0.96
2003-10-24,748.17,9.13,0.95
2003-10-27,761.61,9.3,0.97
2003-10-28,775.36,10.02,0.98
2003-10-29,779.66,10.08,0.99
2003-10-30,785.94,10.16,1.0
2003-10-31,782.36,10.11,0.99
2003-11-03,791.96,10.24,1.01
2003-11-04,796.06,10.28,1.01
2003-11-05,805.51,10.4,1.02
2003-11-06,790.04,10.24,1.0
2003-11-07,804.05,10.23,1.02
2003-11-10,796.56,10.13,1.01
2003-11-11,787.77,10.02,1.0
2003-11-12,796.31,10.15,1.01
2003-11-13,813.11,10.39,1.03
2003-11-14,809.89,10.34,1.03
2003-11-17,794.47,10.14,1.01
2003-11-18,800.97,10.21,1.02
2003-11-19,771.7,9.83,0.98
2003-11-20,769.45,9.8,0.98
2003-11-21,770.78,9.8,0.98
2003-11-24,753.65,9.56,0.95
2003-11-25,768.11,9.76,0.97
2003-11-26,782.65,9.95,0.99
2003-11-27,781.68,9.95,0.99
2003-11-28,796.18,10.15,1.01
2003-12-01,807.39,10.28,1.02
2003-12-02,807.78,10.28,1.02
2003-12-03,808.34,10.28,1.02
2003-12-04,805.13,10.21,1.02
2003-12-05,789.41,10.01,1.0
2003-12-08,784.8,9.97,0.99
2003-12-09,787.35,9.99,0.99
2003-12-10,794.64,10.09,1.0
2003-12-11,791.13,10.05,1.0
2003-12-12,806.08,10.25,1.02
2003-12-15,822.16,10.46,1.04
2003-12-16,810.79,10.29,1.03
2003-12-17,800.09,10.13,1.01
2003-12-18,807.5,10.26,1.02
2003-12-19,811.2,10.31,1.03
2003-12-22,804.54,10.21,1.02
2003-12-23,801.88,10.14,1.02
2003-12-24,792.55,9.95,1.0
2003-12-26,788.85,9.87,0.99
2003-12-29,792.44,9.83,1.0
2003-12-30,810.71,10.06,1.02
2004-01-02,821.26,10.2,1.03
2004-01-05,824.1,10.24,1.04
2004-01-06,823.43,10.23,1.04
2004-01-07,827.07,10.28,1.05
2004-01-08,824.15,10.24,1.04
2004-01-09,845.27,10.51,1.07
2004-01-12,850.79,10.77,1.07
2004-01-13,848.43,10.74,1.07
2004-01-14,849.62,10.76,1.07
2004-01-15,845.66,10.7,1.07
2004-01-16,847.95,10.74,1.07
2004-01-19,856.8,10.86,1.08
2004-01-20,861.37,10.87,1.09
2004-01-26,869.04,10.96,1.1
2004-01-27,863.03,10.89,1.09
2004-01-28,859.59,10.85,1.08
2004-01-29,853.47,10.78,1.08
2004-01-30,848.5,10.72,1.07
2004-02-02,854.89,10.8,1.08
2004-02-03,839.87,10.61,1.06
2004-02-04,835.5,10.56,1.05
2004-02-05,840.92,10.62,1.06
2004-02-06,850.23,10.74,1.07
2004-02-09,864.77,10.93,1.09
2004-02-10,866.8,10.96,1.09
2004-02-11,876.34,11.09,1.11
2004-02-12,877.95,11.1,1.11
2004-02-13,882.18,11.19,1.09
2004-02-16,881.28,11.18,1.09
2004-02-17,884.8,11.23,1.1
2004-02-18,877.1,11.13,1.09
2004-02-19,881.65,10.9,1.08
2004-02-20,877.49,10.85,1.07
2004-02-23,877.52,10.84,1.07
2004-02-24,864.59,10.69,1.06
2004-02-25,866.87,10.72,1.06
2004-02-26,864.86,10.7,1.06
2004-02-27,883.42,10.94,1.08
2004-03-02,899.21,11.14,1.1
2004-03-03,895.81,11.09,1.1
2004-03-04,907.43,11.25,1.11
2004-03-05,905.38,11.22,1.11
2004-03-08,900.1,11.16,1.1
2004-03-09,891.58,11.04,1.09
2004-03-10,876.02,10.85,1.07
2004-03-11,869.93,10.78,1.06
2004-03-12,848.8,10.52,1.04
2004-03-15,852.26,10.56,1.04
2004-03-16,850.13,10.51,1.04
2004-03-17,872.38,10.79,1.07
2004-03-18,872.82,10.79,1.07
2004-03-19,883.33,10.93,1.09
2004-03-22,863.69,10.69,1.06
2004-03-23,866.17,10.73,1.06
2004-03-24,861.72,10.7,1.06
2004-03-25,853.38,10.6,1.05
2004-03-26,863.95,10.74,1.06
2004-03-29,874.67,11.42,1.1
2004-03-30,873.46,11.4,1.1
2004-03-31,880.5,11.19,1.11
2004-04-01,882.75,12.32,1.12
2004-04-02,883.69,12.33,1.12
2004-04-06,906.19,12.64,1.15
2004-04-07,909.93,12.7,1.15
2004-04-08,916.86,12.84,1.16
2004-04-09,905.44,12.66,1.14
2004-04-12,918.86,12.84,1.16
2004-04-13,917.63,12.8,1.15
2004-04-14,916.31,12.8,1.15
2004-04-16,898.88,12.54,1.13
2004-04-19,902.1,12.6,1.14
2004-04-20,918.9,12.82,1.16
2004-04-21,929.95,12.96,1.17
2004-04-22,924.01,18.09,1.18
2004-04-23,936.06,18.35,1.2
2004-04-26,919.74,18.07,1.18
2004-04-27,915.47,17.98,1.17
2004-04-28,901.83,17.67,1.15
2004-04-29,875.41,16.98,1.12
2004-04-30,862.84,16.76,1.1
2004-05-03,866.11,16.82,1.11
2004-05-04,867.48,16.84,1.11
2004-05-06,837.68,16.27,1.07
2004-05-07,838.74,16.32,1.08
2004-05-10,790.68,15.37,1.01
2004-05-11,791.02,15.34,1.01
2004-05-12,817.09,15.82,1.04
2004-05-13,790.13,15.3,1.01
2004-05-14,768.46,14.85,0.98
2004-05-17,728.98,13.96,0.92
2004-05-18,741.99,14.24,0.94
2004-05-19,777.95,14.95,0.99
2004-05-20,767.79,14.7,0.98
2004-05-21,786.36,15.07,1.0
2004-05-24,799.64,15.29,1.02
2004-05-25,784.06,15.02,1.0
2004-05-27,802.46,15.37,1.02
2004-05-28,816.51,15.61,1.04
2004-05-31,803.84,15.4,1.02
2004-06-01,815.77,15.71,1.04
2004-06-02,804.39,15.49,1.02
2004-06-03,770.06,14.85,0.98
2004-06-04,780.74,15.05,0.99
2004-06-07,809.45,15.62,1.03
2004-06-08,809.31,15.6,1.03
2004-06-09,794.53,15.32,1.01
2004-06-10,782.3,15.06,0.99
2004-06-11,751.53,14.44,0.95
2004-06-14,738.79,14.24,0.94
2004-06-15,752.1,14.5,0.96
2004-06-16,752.34,14.51,0.96
2004-06-17,760.09,14.68,0.97
2004-06-18,741.73,14.41,0.95
2004-06-21,749.3,14.56,0.96
2004-06-22,746.48,14.51,0.95
2004-06-23,738.93,14.37,0.94
2004-06-24,763.13,14.84,0.98
2004-06-25,779.03,15.16,1.0
2004-06-28,770.95,14.99,0.99
2004-06-29,778.72,14.52,1.0
2004-06-30,785.79,14.67,1.01
2004-07-01,778.03,14.53,1.0
2004-07-02,755.42,14.12,0.97
2004-07-05,756.72,14.14,0.97
2004-07-06,758.47,14.18,0.97
2004-07-07,761.88,14.21,0.97
2004-07-08,743.64,13.85,0.95
2004-07-09,747.46,13.95,0.96
2004-07-12,746.27,13.94,0.96
2004-07-13,750.95,13.92,0.96
2004-07-14,736.57,13.64,0.94
2004-07-15,732.74,13.58,0.93
2004-07-16,739.39,13.7,0.94
2004-07-19,750.4,13.91,0.96
2004-07-20,737.0,13.66,0.94
2004-07-21,753.32,13.97,0.96
2004-07-22,742.63,13.77,0.95
2004-07-23,737.51,13.46,0.96
2004-07-26,736.21,13.0,0.96
2004-07-27,738.51,13.05,0.96
2004-07-28,744.42,13.16,0.97
2004-07-29,730.61,12.91,0.95
2004-07-30,735.34,13.0,0.96
2004-08-02,719.59,12.72,0.94
2004-08-03,726.44,12.85,0.95
2004-08-04,729.41,12.89,0.95
2004-08-05,743.35,13.07,0.96
2004-08-06,733.95,12.9,0.95
2004-08-09,742.13,13.05,0.96
2004-08-10,748.62,13.14,0.97
2004-08-11,753.06,13.22,0.98
2004-08-12,766.7,13.45,0.99
2004-08-13,776.02,13.6,1.0
2004-08-16,773.85,13.54,1.0
2004-08-17,771.03,13.46,0.99
2004-08-18,773.19,13.54,1.0
2004-08-19,788.53,13.78,1.02
2004-08-20,787.64,13.73,1.01
2004-08-23,787.65,13.73,1.01
2004-08-24,792.34,13.81,1.02
2004-08-25,803.97,13.98,1.03
2004-08-26,810.21,14.04,1.04
2004-08-27,810.3,14.05,1.04
2004-08-30,805.19,13.99,1.03
2004-08-31,803.57,13.96,1.03
2004-09-01,817.36,14.21,1.05
2004-09-02,823.83,14.33,1.06
2004-09-03,820.69,14.22,1.05
2004-09-06,824.21,14.3,1.06
2004-09-07,818.8,14.23,1.05
2004-09-08,815.85,14.17,1.05
2004-09-09,821.88,14.28,1.05
2004-09-10,836.34,14.55,1.07
2004-09-13,851.91,14.83,1.1
2004-09-14,851.42,14.8,1.09
2004-09-15,850.63,14.79,1.09
2004-09-16,855.38,14.9,1.1
2004-09-17,848.11,14.78,1.09
2004-09-20,856.87,14.93,1.1
2004-09-21,857.15,14.93,1.1
2004-09-22,835.1,14.56,1.07
2004-09-23,829.68,14.48,1.07
2004-09-24,832.1,14.54,1.07
2004-09-30,835.09,14.6,1.08
2004-10-01,846.01,14.8,1.09
2004-10-04,880.84,15.41,1.14
2004-10-05,884.84,15.42,1.14
2004-10-06,887.45,15.47,1.14
2004-10-07,885.33,15.43,1.14
2004-10-08,881.38,15.38,1.14
2004-10-11,881.11,15.38,1.14
2004-10-12,858.09,14.91,1.1
2004-10-13,856.18,14.91,1.1
2004-10-14,846.63,14.75,1.09
2004-10-15,841.94,14.67,1.08
2004-10-18,848.27,14.78,1.09
2004-10-19,855.77,14.98,1.1
2004-10-20,828.61,14.55,1.07
2004-10-21,820.63,14.39,1.06
2004-10-22,828.17,14.52,1.07
2004-10-25,808.14,14.17,1.04
2004-10-26,813.7,14.21,1.05
2004-10-27,809.91,14.16,1.04
2004-10-28,833.54,14.57,1.07
2004-10-29,834.84,14.59,1.08
2004-11-01,835.66,14.6,1.08
2004-11-02,846.67,14.81,1.09
2004-11-03,861.05,15.06,1.11
2004-11-04,851.2,14.89,1.1
2004-11-05,860.68,15.08,1.11
2004-11-08,846.11,14.81,1.09
2004-11-09,844.15,14.78,1.09
2004-11-10,860.54,15.08,1.11
2004-11-11,861.26,15.1,1.11
2004-11-12,876.67,15.38,1.13
2004-11-15,882.33,15.51,1.14
2004-11-16,876.61,15.44,1.13
2004-11-17,885.42,15.62,1.14
2004-11-18,875.84,15.46,1.13
2004-11-19,867.03,15.29,1.12
2004-11-22,849.99,14.99,1.1
2004-11-23,860.4,15.17,1.11
2004-11-24,872.56,15.39,1.13
2004-11-25,872.49,15.39,1.13
2004-11-26,858.12,15.12,1.11
2004-11-29,865.4,15.25,1.12
2004-11-30,878.06,15.48,1.13
2004-12-01,876.8,15.46,1.13
2004-12-02,884.1,15.59,1.14
2004-12-03,882.55,15.56,1.14
2004-12-06,870.75,15.36,1.13
2004-12-07,861.07,15.18,1.11
2004-12-08,871.74,15.34,1.12
2004-12-09,861.31,15.16,1.11
2004-12-10,844.85,14.85,1.09
2004-12-13,844.2,14.82,1.09
2004-12-14,849.4,14.96,1.1
2004-12-15,868.84,15.29,1.12
2004-12-16,873.7,15.39,1.13
2004-12-17,875.13,15.42,1.13
2004-12-20,884.31,15.59,1.14
2004-12-21,882.82,15.59,1.14
2004-12-22,883.38,15.6,1.14
2004-12-23,876.88,15.45,1.13
2004-12-24,879.92,15.54,1.14
2004-12-27,876.98,15.52,1.14
2004-12-28,878.43,15.54,1.14
2004-12-29,884.27,15.64,1.14
2004-12-30,895.92,15.84,1.16
2005-01-03,893.71,15.87,1.16
2005-01-04,886.9,15.77,1.15
2005-01-05,885.19,15.8,1.15
2005-01-06,871.28,15.58,1.14
2005-01-07,870.84,15.56,1.14
2005-01-10,874.18,15.63,1.14
2005-01-11,884.29,15.84,1.16
