Date,KOSPI,PER,PBR
2021-06-24,3286.1,18.32,1.3
2021-06-25,3302.84,18.41,1.3
2021-06-28,3301.89,18.4,1.3
2021-06-29,3286.68,18.33,1.3
2021-06-30,3296.68,18.38,1.3
2021-07-01,3282.06,18.3,1.3
2021-07-02,3281.78,18.3,1.3
2021-07-05,3293.21,18.37,1.3
2021-07-06,3305.21,18.44,1.31
2021-07-07,3285.34,18.33,1.3
2021-07-08,3252.68,18.15,1.29
2021-07-09,3217.95,17.95,1.27
2021-07-12,3246.47,18.11,1.28
2021-07-13,3271.38,18.25,1.29
2021-07-14,3264.81,18.22,1.29
2021-07-15,3286.22,18.34,1.3
2021-07-16,3276.91,18.31,1.3
2021-07-19,3244.04,18.08,1.29
2021-07-20,3232.7,18.02,1.28
2021-07-21,3215.91,17.94,1.28
2021-07-22,3250.21,18.11,1.29
2021-07-23,3254.42,18.14,1.29
2021-07-26,3224.95,17.97,1.28
2021-07-27,3232.53,18.01,1.28
2021-07-28,3236.86,18.04,1.28
2021-07-29,3242.65,18.07,1.29
2021-07-30,3202.32,17.85,1.27
2021-08-02,3223.04,17.96,1.28
2021-08-03,3237.14,18.04,1.28
2021-08-04,3280.38,18.28,1.3
2021-08-05,3276.13,18.26,1.3
2021-08-06,3270.36,18.23,1.3
2021-08-09,3260.42,18.43,1.31
2021-08-10,3243.19,18.34,1.3
2021-08-11,3220.62,18.31,1.31
2021-08-12,3208.38,18.24,1.3
2021-08-13,3171.29,18.02,1.29
2021-08-17,3143.09,17.86,1.28
2021-08-18,3158.93,17.94,1.28
2021-08-19,3097.83,17.6,1.26
2021-08-20,3060.51,17.39,1.24
2021-08-23,3090.21,17.57,1.26
2021-08-24,3138.3,17.84,1.28
2021-08-25,3146.81,17.89,1.28
2021-08-26,3128.53,17.78,1.27
2021-08-27,3133.9,17.82,1.27
2021-08-30,3144.19,17.88,1.28
2021-08-31,3199.27,18.2,1.3
2021-09-01,3207.02,18.24,1.3
2021-09-02,3175.85,18.1,1.29
2021-09-03,3201.06,18.24,1.3
2021-09-06,3203.33,18.25,1.3
2021-09-07,3187.42,18.16,1.3
2021-09-08,3162.99,18.02,1.29
2021-09-09,3114.7,14.82,1.23
2021-09-10,3125.76,14.87,1.23
2021-09-13,3127.86,14.89,1.23
2021-09-14,3148.83,14.99,1.24
2021-09-15,3153.4,15.01,1.24
2021-09-16,3130.09,14.91,1.23
2021-09-17,3140.51,14.95,1.24
2021-09-23,3127.58,15.0,1.23
2021-09-24,3125.24,14.99,1.23
2021-09-27,3133.64,15.03,1.24
2021-09-28,3097.92,14.86,1.22
2021-09-29,3060.27,14.68,1.21
2021-09-30,3068.82,14.72,1.21
2021-10-01,3019.18,14.48,1.19
2021-10-05,2962.17,14.21,1.17
2021-10-06,2908.31,13.95,1.15
2021-10-07,2959.46,14.2,1.17
2021-10-08,2956.3,14.18,1.17
2021-10-12,2916.38,13.99,1.15
2021-10-13,2944.41,14.12,1.16
2021-10-14,2988.64,14.34,1.18
2021-10-15,3015.06,14.47,1.19
2021-10-18,3006.68,14.43,1.19
2021-10-19,3029.04,14.54,1.2
2021-10-20,3013.13,14.46,1.19
2021-10-21,3007.33,14.43,1.19
2021-10-22,3006.16,14.43,1.19
2021-10-25,3020.54,14.5,1.19
2021-10-26,3049.08,14.63,1.2
2021-10-27,3025.49,14.52,1.19
2021-10-28,3009.55,14.44,1.19
2021-10-29,2970.68,14.25,1.17
2021-11-01,2978.94,14.3,1.18
2021-11-02,3013.49,14.46,1.19
2021-11-03,2975.71,14.29,1.17
2021-11-04,2983.22,14.5,1.19
2021-11-05,2969.27,14.43,1.19
2021-11-08,2960.2,14.39,1.18
2021-11-09,2962.46,14.4,1.18
2021-11-10,2930.17,14.24,1.17
2021-11-11,2924.92,14.21,1.17
2021-11-12,2968.8,14.43,1.19
2021-11-15,2999.52,14.58,1.2
2021-11-16,2997.21,14.59,1.2
2021-11-17,2962.42,14.42,1.19
2021-11-18,2947.38,14.34,1.18
2021-11-19,2971.02,14.46,1.19
2021-11-22,3013.25,14.67,1.21
2021-11-23,2997.33,14.59,1.2
2021-11-24,2994.29,14.57,1.2
2021-11-25,2980.27,14.51,1.19
2021-11-26,2936.44,14.29,1.17
2021-11-29,2909.32,14.17,1.16
2021-11-30,2839.01,13.77,1.13
2021-12-01,2899.72,14.07,1.16
2021-12-02,2945.27,14.29,1.17
2021-12-03,2968.33,14.4,1.18
2021-12-06,2973.25,14.43,1.19
2021-12-07,2991.72,14.52,1.19
2021-12-08,3001.8,14.57,1.2
2021-12-09,3029.57,14.71,1.21
2021-12-10,3010.23,14.62,1.2
2021-12-13,3001.66,12.82,1.15
2021-12-14,2987.95,12.76,1.15
2021-12-15,2989.39,12.77,1.15
2021-12-16,3006.41,12.84,1.15
2021-12-17,3017.73,12.89,1.16
2021-12-20,2963.0,12.65,1.14
2021-12-21,2975.03,12.7,1.14
2021-12-22,2984.48,12.74,1.14
2021-12-23,2998.17,12.8,1.15
2021-12-24,3012.43,12.86,1.15
2021-12-27,2999.55,12.8,1.15
2021-12-28,3020.24,12.89,1.16
2021-12-29,2993.29,12.78,1.15
2021-12-30,2977.65,12.72,1.14
2022-01-03,2988.77,12.76,1.15
2022-01-04,2989.24,12.76,1.15
2022-01-05,2953.97,12.61,1.13
2022-01-06,2920.53,12.47,1.12
2022-01-07,2954.89,12.62,1.13
2022-01-10,2926.72,12.51,1.12
2022-01-11,2927.38,12.51,1.12
2022-01-12,2972.48,12.7,1.14
2022-01-13,2962.09,12.66,1.14
2022-01-14,2921.92,12.48,1.12
2022-01-17,2890.1,12.35,1.11
2022-01-18,2864.24,12.23,1.1
2022-01-19,2842.28,12.14,1.09
2022-01-20,2862.68,12.23,1.1
2022-01-21,2834.29,12.11,1.09
2022-01-24,2792.0,11.93,1.07
2022-01-25,2720.39,11.62,1.04
2022-01-26,2709.24,11.57,1.04
2022-01-27,2614.49,11.16,1.0
2022-01-28,2663.34,12.14,1.08
2022-02-03,2707.82,12.34,1.1
2022-02-04,2750.26,12.53,1.12
2022-02-07,2745.06,12.51,1.12
2022-02-08,2746.47,12.52,1.12
2022-02-09,2768.85,12.62,1.13
2022-02-10,2771.93,12.64,1.13
2022-02-11,2747.71,12.53,1.12
2022-02-14,2704.48,12.33,1.1
2022-02-15,2676.54,12.2,1.09
2022-02-16,2729.68,12.44,1.11
2022-02-17,2744.09,12.51,1.12
2022-02-18,2744.52,12.51,1.12
2022-02-21,2743.8,12.51,1.12
2022-02-22,2706.79,12.34,1.1
2022-02-23,2719.53,12.39,1.11
2022-02-24,2648.8,12.07,1.08
2022-02-25,2676.76,12.2,1.09
2022-02-28,2699.18,12.32,1.1
2022-03-02,2703.52,12.34,1.1
2022-03-03,2747.08,12.54,1.12
2022-03-04,2713.43,12.39,1.11
2022-03-07,2651.31,12.1,1.08
2022-03-08,2622.4,11.97,1.07
2022-03-10,2680.32,12.23,1.09
2022-03-11,2661.28,12.15,1.08
2022-03-14,2645.65,12.07,1.08
2022-03-15,2621.53,11.97,1.07
2022-03-16,2659.23,12.14,1.08
2022-03-17,2694.51,12.3,1.1
2022-03-18,2707.02,12.36,1.1
2022-03-21,2686.05,12.26,1.09
2022-03-22,2710.0,12.37,1.1
2022-03-23,2735.05,12.48,1.11
2022-03-24,2729.66,12.45,1.11
2022-03-25,2729.98,12.46,1.11
2022-03-28,2729.56,12.46,1.11
2022-03-29,2741.07,12.51,1.12
2022-03-30,2746.74,12.54,1.12
2022-03-31,2757.65,12.58,1.12
2022-04-01,2739.85,12.5,1.12
2022-04-04,2757.9,12.59,1.12
2022-04-05,2759.2,12.59,1.12
2022-04-06,2735.03,12.48,1.11
2022-04-07,2695.86,12.3,1.1
2022-04-08,2700.39,12.32,1.1
2022-04-11,2693.1,12.29,1.1
2022-04-12,2666.76,12.17,1.09
2022-04-13,2716.49,12.4,1.11
2022-04-14,2716.71,12.4,1.11
2022-04-15,2696.06,12.3,1.1
2022-04-18,2693.21,12.29,1.1
2022-04-19,2718.89,12.41,1.11
2022-04-20,2718.69,12.41,1.11
2022-04-21,2728.21,12.45,1.11
2022-04-22,2704.71,12.34,1.1
2022-04-25,2657.13,12.12,1.08
2022-04-26,2668.31,12.18,1.09
2022-04-27,2639.06,12.04,1.07
2022-04-28,2667.49,12.17,1.09
2022-04-29,2695.05,12.3,1.1
2022-05-02,2687.45,11.13,1.08
2022-05-03,2680.46,11.1,1.07
2022-05-04,2677.57,11.09,1.07
2022-05-06,2644.51,10.95,1.06
2022-05-09,2610.81,10.81,1.05
2022-05-10,2596.56,10.75,1.04
2022-05-11,2592.27,10.74,1.04
2022-05-12,2550.08,10.56,1.02
2022-05-13,2604.24,10.79,1.04
2022-05-16,2596.58,10.75,1.04
2022-05-17,2620.44,10.85,1.05
2022-05-18,2625.98,10.87,1.05
2022-05-19,2592.34,10.73,1.04
2022-05-20,2639.29,10.93,1.06
2022-05-23,2647.38,10.96,1.06
2022-05-24,2605.87,10.79,1.04
2022-05-25,2617.22,10.83,1.05
2022-05-26,2612.45,10.81,1.05
2022-05-27,2638.05,10.92,1.06
2022-05-30,2669.66,11.05,1.07
2022-05-31,2685.9,11.12,1.08
2022-06-02,2658.99,11.01,1.06
2022-06-03,2670.65,11.06,1.07
2022-06-07,2626.34,10.87,1.05
2022-06-08,2626.15,10.87,1.05
2022-06-09,2625.44,11.44,1.04
2022-06-10,2595.87,11.31,1.02
2022-06-13,2504.51,10.91,0.99
2022-06-14,2492.97,10.86,0.98
2022-06-15,2447.38,10.66,0.96
2022-06-16,2451.41,10.68,0.97
2022-06-17,2440.93,10.63,0.96
2022-06-20,2391.03,10.42,0.94
2022-06-21,2408.93,10.5,0.95
2022-06-22,2342.81,10.21,0.92
2022-06-23,2314.32,10.08,0.91
2022-06-24,2366.6,10.31,0.93
2022-06-27,2401.92,10.47,0.95
2022-06-28,2422.09,10.56,0.96
2022-06-29,2377.99,10.37,0.94
2022-06-30,2332.64,10.17,0.92
2022-07-01,2305.42,10.05,0.91
2022-07-04,2300.34,10.03,0.91
2022-07-05,2341.78,10.21,0.92
2022-07-06,2292.01,9.99,0.9
2022-07-07,2334.27,10.18,0.92
2022-07-08,2350.61,10.25,0.93
2022-07-11,2340.27,10.2,0.92
2022-07-12,2317.76,10.11,0.91
2022-07-13,2328.61,10.15,0.92
2022-07-14,2322.32,10.13,0.92
2022-07-15,2330.98,10.17,0.92
2022-07-18,2375.25,10.36,0.94
2022-07-19,2370.97,10.34,0.94
2022-07-20,2386.85,10.41,0.94
2022-07-21,2409.16,10.51,0.95
2022-07-22,2393.14,10.44,0.95
2022-07-25,2403.69,10.48,0.95
2022-07-26,2412.96,10.52,0.95
2022-07-27,2415.53,10.54,0.95
2022-07-28,2435.27,10.62,0.96
2022-07-29,2451.5,10.69,0.97
2022-08-01,2452.25,10.69,0.97
2022-08-02,2439.62,10.64,0.96
2022-08-03,2461.45,10.74,0.97
2022-08-04,2473.11,10.79,0.98
2022-08-05,2490.8,10.87,0.98
2022-08-08,2493.1,10.88,0.99
2022-08-09,2503.46,10.93,0.99
2022-08-10,2480.88,10.83,0.98
2022-08-11,2523.78,11.02,1.0
2022-08-12,2527.94,11.04,1.0
2022-08-16,2533.52,11.06,1.0
2022-08-17,2516.47,10.99,0.99
2022-08-18,2508.05,10.95,0.99
2022-08-19,2492.69,10.88,0.99
2022-08-22,2462.5,10.75,0.97
2022-08-23,2435.34,10.63,0.96
2022-08-24,2447.45,10.69,0.97
2022-08-25,2477.26,10.82,0.98
2022-08-26,2481.03,10.83,0.98
2022-08-29,2426.89,10.6,0.96
2022-08-30,2450.93,10.7,0.97
2022-08-31,2472.05,10.8,0.98
2022-09-01,2415.61,10.55,0.95
2022-09-02,2409.41,10.52,0.95
2022-09-05,2403.68,10.49,0.95
2022-09-06,2410.02,10.52,0.95
2022-09-07,2376.46,10.37,0.94
2022-09-08,2384.28,10.41,0.94
2022-09-13,2449.54,10.7,0.97
2022-09-14,2411.42,10.53,0.95
2022-09-15,2401.83,10.49,0.95
2022-09-16,2382.78,10.24,0.92
2022-09-19,2355.66,10.13,0.91
2022-09-20,2367.85,10.18,0.92
2022-09-21,2347.21,10.09,0.91
2022-09-22,2332.31,10.03,0.9
2022-09-23,2290.0,9.84,0.89
2022-09-26,2220.94,9.55,0.86
2022-09-27,2223.86,9.56,0.86
2022-09-28,2169.29,9.32,0.84
2022-09-29,2170.93,9.33,0.84
2022-09-30,2155.49,9.26,0.83
2022-10-04,2209.38,9.5,0.85
2022-10-05,2215.22,9.52,0.86
2022-10-06,2237.86,9.62,0.87
2022-10-07,2232.84,9.6,0.86
2022-10-11,2192.07,9.42,0.85
2022-10-12,2202.47,9.47,0.85
2022-10-13,2162.87,9.3,0.84
2022-10-14,2212.55,9.52,0.86
2022-10-17,2219.71,9.55,0.86
2022-10-18,2249.95,9.68,0.87
2022-10-19,2237.44,9.62,0.87
2022-10-20,2218.09,9.54,0.86
2022-10-21,2213.12,9.52,0.86
2022-10-24,2236.16,9.62,0.87
2022-10-25,2235.07,9.62,0.87
2022-10-26,2249.56,9.68,0.87
2022-10-27,2288.78,9.85,0.89
2022-10-28,2268.4,9.76,0.88
2022-10-31,2293.61,9.87,0.89
2022-11-01,2335.22,10.05,0.9
2022-11-02,2336.87,10.06,0.91
2022-11-03,2329.17,10.01,0.9
2022-11-04,2348.43,10.1,0.91
2022-11-07,2371.79,10.2,0.92
2022-11-08,2399.04,10.32,0.93
2022-11-09,2424.41,10.42,0.94
2022-11-10,2402.23,10.33,0.93
2022-11-11,2483.16,10.68,0.96
2022-11-14,2474.65,10.64,0.96
2022-11-15,2480.33,10.66,0.96
2022-11-16,2477.45,10.66,0.96
2022-11-17,2442.9,10.51,0.95
2022-11-18,2444.48,10.52,0.95
2022-11-21,2419.5,10.41,0.94
2022-11-22,2405.27,10.35,0.93
2022-11-23,2418.01,10.4,0.94
2022-11-24,2441.33,10.5,0.95
2022-11-25,2437.86,10.49,0.95
2022-11-28,2408.27,10.36,0.93
2022-11-29,2433.39,10.47,0.94
2022-11-30,2472.53,10.64,0.96
2022-12-01,2479.84,10.67,0.96
2022-12-02,2434.33,10.47,0.94
2022-12-05,2419.32,10.41,0.94
2022-12-06,2393.16,10.29,0.93
2022-12-07,2382.81,10.25,0.92
2022-12-08,2371.08,10.2,0.92
2022-12-09,2389.04,10.28,0.93
2022-12-12,2373.02,10.21,0.92
2022-12-13,2372.4,10.2,0.92
2022-12-14,2399.25,10.33,0.93
2022-12-15,2360.97,10.16,0.92
2022-12-16,2360.02,11.39,0.89
2022-12-19,2352.17,11.36,0.88
2022-12-20,2333.29,11.26,0.88
2022-12-21,2328.95,11.24,0.88
2022-12-22,2356.73,11.38,0.89
2022-12-23,2313.69,11.13,0.87
2022-12-26,2317.14,11.14,0.87
2022-12-27,2332.79,11.22,0.88
2022-12-28,2280.45,10.97,0.86
2022-12-29,2236.4,10.76,0.84
2023-01-02,2225.67,10.7,0.84
2023-01-03,2218.68,10.67,0.83
2023-01-04,2255.98,10.85,0.85
2023-01-05,2264.65,10.89,0.85
2023-01-06,2289.97,11.02,0.86
2023-01-09,2350.19,11.31,0.88
2023-01-10,2351.31,11.31,0.88
2023-01-11,2359.53,11.35,0.89
2023-01-12,2365.1,11.38,0.89
2023-01-13,2386.09,11.48,0.9
2023-01-16,2399.86,11.55,0.9
2023-01-17,2379.39,11.45,0.9
2023-01-18,2368.32,11.39,0.89
2023-01-19,2380.34,11.45,0.9
2023-01-20,2395.26,11.53,0.9
2023-01-25,2428.57,11.69,0.91
2023-01-26,2468.65,11.89,0.93
2023-01-27,2484.02,11.96,0.94
2023-01-30,2450.47,11.81,0.92
2023-01-31,2425.08,11.69,0.91
2023-02-01,2449.8,11.81,0.92
2023-02-02,2468.88,11.9,0.93
2023-02-03,2480.4,11.96,0.94
2023-02-06,2438.19,11.75,0.92
2023-02-07,2451.71,11.81,0.92
2023-02-08,2483.64,11.97,0.94
2023-02-09,2481.52,11.96,0.94
2023-02-10,2469.73,11.9,0.93
2023-02-13,2452.7,11.82,0.92
2023-02-14,2465.64,11.88,0.93
2023-02-15,2427.9,11.7,0.92
2023-02-16,2475.48,11.93,0.93
2023-02-17,2451.21,11.81,0.92
2023-02-20,2455.12,11.83,0.93
2023-02-21,2458.96,11.88,0.92
2023-02-22,2417.68,11.68,0.91
2023-02-23,2439.09,11.79,0.92
2023-02-24,2423.61,11.71,0.91
2023-02-27,2402.64,11.61,0.9
2023-02-28,2412.85,11.66,0.91
2023-03-02,2427.85,11.73,0.91
2023-03-03,2432.07,11.75,0.91
2023-03-06,2462.62,11.9,0.93
2023-03-07,2463.35,11.9,0.93
2023-03-08,2431.91,11.75,0.91
2023-03-09,2419.09,11.69,0.91
2023-03-10,2394.59,11.57,0.9
2023-03-13,2410.6,11.65,0.91
2023-03-14,2348.97,11.35,0.88
2023-03-15,2379.72,11.5,0.89
2023-03-16,2377.91,11.49,0.89
2023-03-17,2395.69,11.58,0.9
2023-03-20,2379.2,11.5,0.89
2023-03-21,2388.35,11.54,0.9
2023-03-22,2416.96,11.67,0.91
2023-03-23,2424.48,11.71,0.91
2023-03-24,2414.96,11.66,0.91
2023-03-27,2409.22,11.64,0.91
2023-03-28,2434.94,11.76,0.92
2023-03-29,2443.92,11.81,0.92
2023-03-30,2453.16,11.85,0.92
2023-03-31,2476.86,11.97,0.93
2023-04-03,2472.34,11.96,0.93
2023-04-04,2480.51,12.0,0.93
2023-04-05,2495.21,12.07,0.94
2023-04-06,2459.23,11.89,0.93
2023-04-07,2490.41,12.04,0.94
2023-04-10,2512.08,12.15,0.95
2023-04-11,2547.86,12.32,0.96
2023-04-12,2550.64,12.33,0.96
2023-04-13,2561.66,12.39,0.96
2023-04-14,2571.49,12.43,0.97
2023-04-17,2575.91,12.45,0.97
2023-04-18,2571.09,12.43,0.97
2023-04-19,2575.08,12.46,0.97
2023-04-20,2563.11,12.4,0.97
2023-04-21,2544.4,12.31,0.96
2023-04-24,2523.5,12.21,0.95
2023-04-25,2489.02,12.08,0.94
2023-04-26,2484.83,12.06,0.94
2023-04-27,2495.81,12.11,0.94
2023-04-28,2501.53,12.14,0.94
2023-05-02,2524.39,13.3,0.96
2023-05-03,2501.4,13.18,0.95
2023-05-04,2500.94,13.17,0.95
2023-05-08,2513.21,13.24,0.96
2023-05-09,2510.06,13.22,0.96
2023-05-10,2496.51,13.15,0.95
2023-05-11,2491.0,13.12,0.95
2023-05-12,2475.42,13.04,0.94
2023-05-15,2479.35,13.06,0.94
2023-05-16,2480.24,13.06,0.95
2023-05-17,2494.66,13.14,0.95
2023-05-18,2515.4,13.25,0.96
2023-05-19,2537.79,13.37,0.97
2023-05-22,2557.08,13.47,0.97
2023-05-23,2567.55,13.53,0.98
2023-05-24,2567.45,13.53,0.98
2023-05-25,2554.69,13.46,0.97
2023-05-26,2558.81,13.48,0.98
2023-05-30,2585.52,13.62,0.99
2023-05-31,2577.12,13.57,0.98
2023-06-01,2569.17,13.52,0.98
2023-06-02,2601.36,13.69,0.99
2023-06-05,2615.41,13.76,1.0
2023-06-07,2615.6,13.76,1.0
2023-06-08,2610.85,13.74,0.99
2023-06-09,2641.16,16.15,0.97
2023-06-12,2629.35,16.07,0.96
2023-06-13,2637.95,16.15,0.97
2023-06-14,2619.08,16.03,0.96
2023-06-15,2608.54,15.97,0.95
2023-06-16,2625.79,16.07,0.96
2023-06-19,2609.5,15.97,0.95
2023-06-20,2604.91,15.93,0.95
2023-06-21,2582.63,15.8,0.95
2023-06-22,2593.7,15.87,0.95
2023-06-23,2570.1,15.72,0.94
2023-06-26,2582.2,15.8,0.95
2023-06-27,2581.39,15.79,0.94
2023-06-28,2564.19,15.69,0.94
2023-06-29,2550.02,15.6,0.93
2023-06-30,2564.28,15.69,0.94
2023-07-03,2602.47,15.92,0.95
2023-07-04,2593.31,15.87,0.95
2023-07-05,2579.0,15.78,0.94
2023-07-06,2556.29,15.64,0.94
2023-07-07,2526.71,15.46,0.92
2023-07-10,2520.7,15.42,0.92
2023-07-11,2562.49,15.68,0.94
2023-07-12,2574.72,15.76,0.94
2023-07-13,2591.23,15.85,0.95
2023-07-14,2628.3,16.08,0.96
2023-07-17,2619.0,16.03,0.96
2023-07-18,2607.62,15.96,0.95
2023-07-19,2608.24,15.96,0.95
2023-07-20,2600.23,15.91,0.95
2023-07-21,2609.76,15.97,0.96
2023-07-24,2628.53,16.09,0.96
2023-07-25,2636.46,16.14,0.97
2023-07-26,2592.36,15.87,0.95
2023-07-27,2603.81,15.94,0.95
2023-07-28,2608.32,15.97,0.96
2023-07-31,2632.58,16.12,0.96
2023-08-01,2667.07,16.33,0.98
2023-08-02,2616.47,16.02,0.96
2023-08-03,2605.39,15.96,0.95
2023-08-04,2602.8,15.95,0.95
2023-08-07,2580.71,15.81,0.95
2023-08-08,2573.98,15.77,0.94
2023-08-09,2605.12,15.96,0.96
2023-08-10,2601.56,15.94,0.95
2023-08-11,2591.26,15.88,0.95
2023-08-14,2570.87,15.75,0.94
2023-08-16,2525.64,15.46,0.93
2023-08-17,2519.85,15.43,0.92
2023-08-18,2504.5,15.33,0.92
2023-08-21,2508.8,15.36,0.92
2023-08-22,2515.74,15.39,0.92
2023-08-23,2505.5,15.33,0.92
2023-08-24,2537.68,15.52,0.93
2023-08-25,2519.14,15.41,0.92
2023-08-28,2543.41,15.56,0.93
2023-08-29,2552.16,15.61,0.94
2023-08-30,2561.22,15.67,0.94
2023-08-31,2556.27,15.64,0.94
2023-09-01,2563.71,15.68,0.94
2023-09-04,2584.55,15.81,0.95
2023-09-05,2582.18,15.8,0.95
2023-09-06,2563.34,15.68,0.94
2023-09-07,2548.26,15.59,0.93
2023-09-08,2547.68,15.59,0.93
2023-09-11,2556.88,15.64,0.94
2023-09-12,2536.58,15.52,0.93
2023-09-13,2534.7,15.51,0.93
2023-09-14,2572.89,15.74,0.94
2023-09-15,2601.28,15.92,0.95
2023-09-18,2574.72,15.76,0.94
2023-09-19,2559.21,19.15,0.93
2023-09-20,2559.74,19.15,0.93
2023-09-21,2514.97,18.82,0.91
2023-09-22,2508.13,18.78,0.91
2023-09-25,2495.76,18.69,0.9
2023-09-26,2462.97,18.43,0.89
2023-09-27,2465.07,18.45,0.89
2023-10-04,2405.69,18.0,0.87
2023-10-05,2403.6,17.99,0.87
2023-10-06,2408.73,18.07,0.87
2023-10-10,2402.58,18.02,0.87
2023-10-11,2450.08,18.38,0.89
2023-10-12,2479.82,18.6,0.9
2023-10-13,2456.15,18.43,0.89
2023-10-16,2436.24,18.28,0.88
2023-10-17,2460.17,18.46,0.89
2023-10-18,2462.6,18.48,0.89
2023-10-19,2415.8,18.12,0.88
2023-10-20,2375.0,17.82,0.86
2023-10-23,2357.02,17.68,0.86
2023-10-24,2383.51,17.88,0.87
2023-10-25,2363.17,17.72,0.86
2023-10-26,2299.08,17.24,0.83
2023-10-27,2302.81,17.27,0.84
2023-10-30,2310.55,17.33,0.84
2023-10-31,2277.99,17.08,0.83
2023-11-01,2301.56,17.26,0.84
2023-11-02,2343.12,17.57,0.85
2023-11-03,2368.34,17.76,0.86
2023-11-06,2502.37,18.78,0.91
2023-11-07,2443.96,18.34,0.89
2023-11-08,2421.62,18.17,0.88
2023-11-09,2427.08,18.21,0.88
2023-11-10,2409.66,18.11,0.88
2023-11-13,2403.76,18.06,0.87
2023-11-14,2433.25,18.29,0.89
2023-11-15,2486.67,18.69,0.9
2023-11-16,2488.18,18.7,0.91
2023-11-17,2469.85,18.56,0.9
2023-11-20,2491.2,18.75,0.91
2023-11-21,2510.42,18.9,0.91
2023-11-22,2511.7,18.91,0.92
2023-11-23,2514.96,18.93,0.92
2023-11-24,2496.63,18.79,0.91
2023-11-27,2495.66,18.79,0.91
2023-11-28,2521.76,18.98,0.92
2023-11-29,2519.81,18.97,0.92
2023-11-30,2535.29,19.09,0.92
2023-12-01,2505.01,18.86,0.91
2023-12-04,2514.95,18.93,0.92
2023-12-05,2494.28,18.77,0.91
2023-12-06,2495.38,18.78,0.91
2023-12-07,2492.07,18.76,0.91
2023-12-08,2517.85,18.95,0.92
2023-12-11,2525.36,19.01,0.92
2023-12-12,2535.27,19.08,0.92
2023-12-13,2510.66,18.9,0.91
2023-12-14,2544.18,19.15,0.93
2023-12-15,2563.56,19.43,0.94
2023-12-18,2566.86,19.46,0.94
2023-12-19,2568.55,19.47,0.94
2023-12-20,2614.3,19.04,0.94
2023-12-21,2600.02,18.94,0.93
2023-12-22,2599.51,18.93,0.93
2023-12-26,2602.59,18.97,0.94
2023-12-27,2613.5,19.06,0.94
2023-12-28,2655.28,19.36,0.96
2024-01-02,2669.81,19.56,0.97
2024-01-03,2607.31,19.1,0.94
2024-01-04,2587.02,18.95,0.94
2024-01-05,2578.08,18.88,0.93
2024-01-08,2567.82,18.81,0.93
2024-01-09,2561.24,18.76,0.93
2024-01-10,2541.98,18.62,0.92
2024-01-11,2540.27,18.6,0.92
2024-01-12,2525.05,18.49,0.91
2024-01-15,2525.99,18.49,0.91
2024-01-16,2497.59,18.28,0.9
2024-01-17,2435.9,17.83,0.88
2024-01-18,2440.04,17.86,0.88
2024-01-19,2472.74,18.1,0.89
2024-01-22,2464.35,18.04,0.89
2024-01-23,2478.61,18.15,0.9
2024-01-24,2469.69,18.08,0.89
2024-01-25,2470.34,18.1,0.89
2024-01-26,2478.56,18.16,0.9
2024-01-29,2500.65,18.35,0.91
2024-01-30,2498.81,18.34,0.91
2024-01-31,2497.09,18.33,0.91
2024-02-01,2542.46,18.67,0.92
2024-02-02,2615.31,19.2,0.95
2024-02-05,2591.31,19.03,0.94
2024-02-06,2576.2,18.92,0.94
2024-02-07,2609.58,19.16,0.95
2024-02-08,2620.32,19.24,0.95
2024-02-13,2649.64,19.46,0.96
2024-02-14,2620.42,19.24,0.95
2024-02-15,2613.8,19.19,0.95
2024-02-16,2648.76,19.45,0.96
2024-02-19,2680.26,19.69,0.97
2024-02-20,2657.79,19.52,0.97
2024-02-21,2653.31,19.48,0.96
2024-02-22,2664.27,19.56,0.97
2024-02-23,2667.7,19.59,0.97
2024-02-26,2647.08,19.44,0.96
2024-02-27,2625.05,19.27,0.95
2024-02-28,2652.29,19.49,0.96
2024-02-29,2642.36,19.42,0.96
2024-03-04,2674.27,19.66,0.97
2024-03-05,2649.4,19.48,0.96
2024-03-06,2641.49,19.41,0.96
2024-03-07,2647.62,19.46,0.96
2024-03-08,2680.35,19.7,0.97
2024-03-11,2659.84,19.54,0.97
2024-03-12,2681.81,19.71,0.97
2024-03-13,2693.57,19.79,0.98
2024-03-14,2718.76,19.98,0.99
2024-03-15,2666.84,19.6,0.97
2024-03-18,2685.84,19.74,0.98
2024-03-19,2656.17,19.52,0.97
2024-03-20,2690.14,19.77,0.98
2024-03-21,2754.86,20.27,1.0
2024-03-22,2748.56,20.22,1.0
2024-03-25,2737.57,20.14,1.0
2024-03-26,2757.09,20.28,1.0
2024-03-27,2755.11,20.27,1.0
2024-03-28,2745.82,20.2,1.0
2024-03-29,2746.63,20.21,1.0
2024-04-01,2747.86,20.21,1.0
2024-04-02,2753.16,20.25,1.0
2024-04-03,2706.97,19.91,0.98
2024-04-04,2742.0,20.17,1.0
2024-04-05,2714.21,19.96,0.99
2024-04-08,2717.65,19.98,0.99
2024-04-09,2705.16,19.89,0.98
2024-04-11,2706.96,19.91,0.98
2024-04-12,2681.82,19.71,0.98
2024-04-15,2670.43,19.63,0.97
2024-04-16,2609.63,19.18,0.95
2024-04-17,2584.18,18.99,0.94
2024-04-18,2634.7,19.36,0.96
2024-04-19,2591.86,19.04,0.94
2024-04-22,2629.44,19.32,0.96
2024-04-23,2623.02,19.27,0.95
2024-04-24,2675.75,19.66,0.97
